City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,puerto baquerizo moreno,-0.9,-89.6,80.22,78,50,9.57,EC,1681623293
368,vilyuysk,63.7553,121.6247,32.22,93,100,9.15,RU,1681623293
369,mata-utu,-13.2816,-176.1745,83.07,75,71,7.78,WF,1681623293
370,conde,-7.2597,-34.9075,76.46,94,75,6.91,BR,1681623293
371,sao jose da coroa grande,-8.8978,-35.1478,76.95,82,45,3.33,BR,1681623293
372,grand falls-windsor,48.9332,-55.6649,33.51,80,14,4.05,CA,1681623027
373,bamboo flat,11.7,92.7167,88.75,58,95,4.88,IN,1681623294
374,praia da vitoria,38.7333,-27.0667,64.65,88,75,21.63,PT,1681623294
375,happy valley-goose bay,53.3168,-60.3315,26.91,68,0,5.75,CA,1681623011
376,dvubratskiy,45.2389,39.805,47.37,71,70,19.75,RU,1681623294
377,sysert',56.4953,60.8192,37.38,48,27,6.76,RU,1681623294
378,tindouf,27.6711,-8.1474,72.25,25,0,6.96,DZ,1681623294
379,rizhao,35.4275,119.4553,65.77,35,1,1.66,CN,1681623294
380,porto-vecchio,41.591,9.2795,49.53,93,0,3.44,FR,1681623294
381,ivatsevichy,52.709,25.3401,41.38,94,100,7.54,BY,1681623295
382,qamdo,31.1667,97.2333,50.7,15,98,8.57,CN,1681623295
383,onega,63.9061,38.1404,34.77,77,100,3.91,RU,1681623295
384,ust-tsilma,65.441,52.1498,32.02,96,99,7.0,RU,1681623295
385,togur,58.3631,82.8265,19.51,76,100,16.84,RU,1681623295
386,genhe,50.7833,121.5167,51.3,23,65,10.2,CN,1681623295
387,mahanoro,-19.9,48.8,79.95,70,18,6.71,MG,1681623295
388,mesquite,32.7668,-96.5992,62.08,46,0,10.36,US,1681623255
389,brisas de zicatela,15.8369,-97.0419,79.32,78,40,0.0,MX,1681623295
390,pacora,9.0833,-79.2833,78.78,77,0,4.61,PA,1681623295
391,namtsy,62.7161,129.6658,33.01,98,58,10.04,RU,1681623296
392,laojunmiao,39.8333,97.7333,68.59,9,35,13.82,CN,1681623296
393,izumo,35.3667,132.7667,53.55,76,75,1.14,JP,1681623296
394,afaahiti,-17.75,-149.2833,80.47,77,9,15.32,PF,1681623296
395,igarka,67.4667,86.5833,10.22,75,51,17.18,RU,1681623296
396,spring creek,40.7266,-115.5859,45.3,41,7,4.16,US,1681623193
397,xicotencatl,23.0167,-98.8833,77.34,54,5,3.62,MX,1681623297
398,thinadhoo,0.5333,72.9333,83.39,71,74,5.46,MV,1681623297
399,santiago de cao,-7.9589,-79.2392,77.13,88,100,6.91,PE,1681623297
400,st. john's,47.5649,-52.7093,34.97,85,75,17.27,CA,1681623116
401,alofi,-19.0595,-169.9187,76.89,83,82,12.66,NU,1681623297
402,fall river,41.7015,-71.1551,61.93,86,100,5.75,US,1681623297
403,dondo,-19.6094,34.7431,78.31,91,93,8.9,MZ,1681623297
404,ambad,19.6167,75.8,96.24,18,26,3.71,IN,1681623297
405,jamaame,0.0697,42.745,87.98,57,58,8.57,SO,1681623298
406,talara,-4.5772,-81.2719,77.56,82,100,6.42,PE,1681623298
407,novomichurinsk,54.0384,39.7479,42.66,36,100,6.69,RU,1681623298
408,san gil,6.5557,-73.1331,65.68,93,100,2.57,CO,1681623298
409,kowon-up,39.4381,127.2431,49.75,71,99,5.17,KP,1681623298
410,guanare,9.0418,-69.7421,95.02,41,73,4.61,VE,1681623298
411,al badari,26.9926,31.4155,66.34,23,0,5.59,EG,1681623298
412,lompoc,34.6391,-120.4579,50.72,78,100,6.91,US,1681623298
413,choyr,46.3611,108.3611,56.32,34,100,29.62,MN,1681623298
414,punta del este,-34.9667,-54.95,57.87,77,0,3.44,UY,1681623298
415,kabare,-2.4683,28.8242,65.43,92,100,2.95,CD,1681623299
416,campoverde,-8.4753,-74.8058,73.69,98,100,0.83,PE,1681623299
417,hauterive,46.0901,3.4459,43.56,97,95,5.44,FR,1681623299
418,pahrump,36.2083,-115.9839,66.25,22,0,3.0,US,1681623299
419,reyes,-14.3167,-67.3833,68.34,96,100,2.04,BO,1681623299
420,oltinko'l,40.8011,72.1634,73.36,31,100,7.96,UZ,1681623299
421,smithers,54.7804,-127.1743,37.72,87,100,4.61,CA,1681623299
422,sassandra,4.95,-6.0833,78.42,91,100,3.74,CI,1681623299
423,richards bay,-28.783,32.0377,66.49,64,5,4.9,ZA,1681623299
424,sikasso,10.9167,-7.0,85.12,43,98,4.21,ML,1681623299
425,amahai,-3.3333,128.9167,85.77,66,34,5.61,ID,1681623300
426,huckelhoven,51.05,6.2167,47.62,92,100,1.99,DE,1681623300
427,antsiranana,-12.2787,49.2917,83.16,61,20,18.41,MG,1681623300
428,espinosa,-14.9261,-42.8192,73.18,59,94,3.69,BR,1681623300
429,agapovka,53.2973,59.1348,38.41,38,0,13.76,RU,1681623300
430,kabalo,-6.05,26.9167,72.64,91,100,3.83,CD,1681623300
431,tumaco,1.7986,-78.8156,75.25,97,100,7.2,CO,1681623300
432,yemetsk,63.4721,41.7941,34.45,77,100,2.28,RU,1681623300
433,crucecita,-28.95,-58.9833,65.62,61,100,7.49,AR,1681623301
434,airuk,7.2772,168.8203,81.46,78,100,17.78,MH,1681623301
435,ribas do rio pardo,-20.4431,-53.7592,71.31,93,91,2.89,BR,1681623301
436,palermo,37.8167,13.5833,48.52,86,100,4.43,IT,1681623210
437,boda,4.3189,17.4695,72.07,92,85,2.64,CF,1681623302
438,priozersk,61.0393,30.1291,40.1,75,94,6.11,RU,1681623302
439,arkhangel'sk,64.5401,40.5433,28.51,68,20,2.24,RU,1681623303
440,inhambane,-23.865,35.3833,73.38,83,40,3.44,MZ,1681623303
441,afif,23.9065,42.9172,70.92,63,68,18.99,SA,1681623305
442,hoemul-li,41.4339,129.67,42.51,77,89,10.33,KP,1681623305
443,hadibu,12.65,54.0333,85.17,55,16,2.35,YE,1681623305
444,imbituba,-28.24,-48.6703,71.85,86,100,7.78,BR,1681623306
445,scheveningen,52.1046,4.2756,46.94,89,100,10.36,NL,1681623306
446,tianpeng,30.9866,103.9393,88.63,38,0,4.61,CN,1681623307
447,greymouth,-42.4667,171.2,58.42,69,100,1.5,NZ,1681623307
448,kuala tungkal,-0.8167,103.4667,78.08,92,100,7.52,ID,1681623307
449,port isabel,26.0734,-97.2086,76.05,91,0,0.0,US,1681623307
450,la passe,45.5549,-0.8967,43.99,88,72,5.12,FR,1681623308
451,agadez,19.75,10.25,76.8,12,22,4.32,NE,1681623308
452,la foa,-21.7108,165.8276,75.04,93,100,4.23,NC,1681623308
453,eraan,9.0629,117.7016,88.03,61,68,5.68,PH,1681623309
454,zakamensk,50.3741,103.2863,35.58,59,100,2.37,RU,1681623309
455,dampit,-8.2116,112.7493,86.61,57,96,6.35,ID,1681623309
456,igarapava,-20.0383,-47.7469,72.52,95,71,2.44,BR,1681623309
457,manaure balcon del cesar,10.3928,-73.0325,70.74,85,95,3.65,CO,1681623310
458,midelt,32.6852,-4.7451,52.52,41,0,3.49,MA,1681623310
459,tamanrasset,22.785,5.5228,69.71,21,63,6.91,DZ,1681623310
460,selfoss,63.9331,-20.9971,42.06,74,100,20.87,IS,1681623311
461,ishigaki,24.3448,124.1572,78.93,65,40,4.61,JP,1681623311
462,mirto,38.0847,14.7515,50.18,94,100,10.49,IT,1681623312
463,pacific grove,36.6177,-121.9166,51.48,85,40,5.75,US,1681623314
464,mhamid,29.82,-5.72,69.94,18,0,3.0,MA,1681623314
465,shitanjing,39.2342,106.3439,76.55,13,75,16.53,CN,1681623315
466,khandyga,62.6667,135.6,33.94,98,45,3.65,RU,1681623315
467,san pedro pochutla,15.7333,-96.4667,78.71,67,42,2.48,MX,1681623315
468,al burayqah,30.4062,19.5739,61.77,60,1,7.36,LY,1681623315
469,farim,12.4839,-15.2217,72.19,86,0,4.16,GW,1681623316
470,pangody,65.85,74.4859,-2.47,84,62,20.07,RU,1681623316
471,brooks,50.5834,-111.8851,40.62,60,77,8.05,CA,1681623316
472,lago da pedra,-4.3333,-45.1667,72.55,99,100,2.13,BR,1681623317
473,zaozersk,69.4005,32.4476,27.16,85,6,8.1,RU,1681623317
474,chilliwack,49.1747,-121.9443,48.51,93,100,4.0,CA,1681623318
475,keflavik,64.0049,-22.5624,44.51,75,100,24.16,IS,1681623318
476,namibe,-15.1961,12.1522,74.48,75,17,5.64,AO,1681623318
477,shimoda,34.6667,138.95,74.1,52,33,26.4,JP,1681623319
478,dolinsk,47.35,142.8,30.78,93,100,21.05,RU,1681623319
479,puntarenas,9.9763,-84.8384,79.97,68,16,4.59,CR,1681623319
480,camden,39.7835,-74.9663,63.39,97,30,4.36,US,1681623048
481,anloga,5.7947,0.8973,81.86,81,99,5.39,GH,1681623319
482,erenhot,43.6475,111.9767,65.88,12,91,15.01,CN,1681623319
483,baruun-urt,46.6806,113.2792,48.56,23,100,22.06,MN,1681623319
484,margate,51.3813,1.3862,44.69,94,100,7.25,GB,1681623320
485,krasnoyarskaya,47.6501,42.0443,43.43,46,31,15.75,RU,1681623320
486,zavodskoy,43.4597,132.2922,44.19,75,75,11.18,RU,1681623320
487,amungan,15.3652,119.9582,84.76,69,70,7.0,PH,1681623321
488,iwanai,42.9744,140.5089,45.52,97,100,0.11,JP,1681623321
489,bich'vinta,43.1592,40.3378,59.18,68,35,4.94,GE,1681623321
490,aguilas,37.4063,-1.5829,58.46,69,0,13.6,ES,1681623321
491,ujae,8.9322,165.7642,81.21,80,100,20.89,MH,1681623322
492,kapuskasing,49.4169,-82.4331,35.69,80,75,8.05,CA,1681623322
493,taulaga,-11.0553,-171.0883,82.33,74,88,4.18,AS,1681623323
494,tchintabaraden,15.8969,5.7985,79.65,17,89,5.61,NE,1681623323
495,uberaba,-19.7483,-47.9319,70.38,88,0,5.75,BR,1681623129
496,prince rupert,54.3161,-130.3201,42.49,76,20,19.57,CA,1681623100
497,tsengel,49.4783,100.8894,56.66,24,46,16.11,MN,1681623324
498,puerto santa,-8.9906,-78.6456,77.67,80,100,6.55,PE,1681623324
499,machico,32.7,-16.7667,65.01,75,20,17.27,PT,1681623324
500,kushiro,42.975,144.3747,41.95,100,75,17.27,JP,1681623324
501,fort bragg,35.139,-79.006,65.19,91,0,0.0,US,1681623325
502,lorengau,-2.0226,147.2712,77.43,83,100,9.73,PG,1681623325
503,cajabamba,-7.6167,-78.05,55.26,81,100,1.81,PE,1681623325
504,potosi,-19.5836,-65.7531,45.43,58,75,3.38,BO,1681623326
505,mar del plata,-38.0023,-57.5575,53.94,88,0,4.61,AR,1681623130
506,abadeh,31.1608,52.6506,55.31,24,0,6.91,IR,1681623326
507,walvis bay,-22.9575,14.5053,67.15,45,0,1.14,NA,1681623326
508,nguigmi,14.2495,13.1092,80.8,17,100,6.17,NE,1681623326
509,oroszlany,47.4867,18.3123,42.15,91,100,5.48,HU,1681623326
510,gamba,-2.65,10.0,78.15,88,100,3.83,GA,1681623327
511,flin flon,54.7682,-101.865,33.33,97,100,5.41,CA,1681623327
512,gornyye klyuchi,45.25,133.5,46.35,61,100,6.08,RU,1681623327
513,ventnor,50.5948,-1.2037,46.42,91,100,4.79,GB,1681623327
514,tidjikja,18.5564,-11.4271,79.99,30,20,10.0,MR,1681623328
515,luwuk,-0.9516,122.7875,85.41,79,33,1.12,ID,1681623329
516,ciampea,-6.5547,106.7008,92.91,60,73,3.31,ID,1681623330
517,kiunga,-6.1219,141.2906,91.71,48,78,2.59,PG,1681623331
518,masterton,-40.9597,175.6575,61.88,88,99,5.55,NZ,1681623333
519,puerto san jose,13.9256,-90.8244,80.92,73,0,9.22,GT,1681623334
520,burela de cabo,43.65,-7.4,52.05,94,100,4.12,ES,1681623334
521,edson,53.5835,-116.4356,33.94,51,0,2.3,CA,1681623334
522,silsbee,30.3491,-94.178,69.55,90,100,12.46,US,1681623044
523,cidreira,-30.1811,-50.2056,69.6,83,97,19.3,BR,1681623335
524,koesan,36.8108,127.7947,54.59,40,100,10.0,KR,1681623335
525,nova sintra,14.8667,-24.7167,69.46,81,2,17.22,CV,1681623335
526,kallar kahar,32.7833,72.7,89.55,18,99,3.69,PK,1681623336
527,kuusamo,65.9667,29.1833,19.44,53,0,1.14,FI,1681623336
528,manaus,-3.1019,-60.025,79.29,83,75,4.61,BR,1681623092
529,artova,40.1158,36.3001,42.69,47,99,3.6,TR,1681623337
530,paita,-5.0892,-81.1144,77.72,84,100,2.1,PE,1681623337
531,taroa,8.7058,171.2275,81.75,74,100,18.63,MH,1681623337
532,tucurui,-3.7661,-49.6725,74.08,96,90,2.57,BR,1681623338
533,monrovia,6.3005,-10.7969,77.67,87,98,3.98,LR,1681623338
534,waingapu,-9.6567,120.2641,83.34,75,98,5.1,ID,1681623082
535,tan-tan,28.438,-11.1032,62.06,80,0,2.55,MA,1681623339
536,nyandoma,61.669,40.1991,35.73,74,100,2.62,RU,1681623339
537,selkirk,50.1436,-96.8845,32.16,88,100,14.16,CA,1681623340
538,hechuan,29.9947,106.2572,90.09,36,0,7.16,CN,1681623340
539,petauke,-14.2426,31.3253,63.27,80,96,8.32,ZM,1681623340
540,zhuanghe,39.7008,122.9911,59.7,25,7,15.3,CN,1681623340
541,balapur,20.6667,76.7667,100.18,16,7,7.02,IN,1681623340
542,pemangkat,1.1667,108.9667,85.28,61,69,9.51,ID,1681623340
543,forster,-32.1667,152.5167,78.57,58,90,5.12,AU,1681623111
544,shahpur chakar,26.155,68.6509,89.62,22,4,11.1,PK,1681623341
545,santa cruz,-17.8,-63.1667,69.26,94,100,4.61,BO,1681623341
546,cabo san lucas,22.8909,-109.9124,68.5,73,0,10.78,MX,1681623172
547,floro,61.5996,5.0328,41.97,93,4,4.61,NO,1681623098
548,olinda,-8.0089,-34.8553,78.53,83,20,3.44,BR,1681623341
549,ebon,4.582,168.6964,82.27,80,97,13.56,MH,1681623341
550,uttar char fasson,22.2332,90.7132,88.61,68,77,11.83,BD,1681623341
551,arvayheer,46.2639,102.775,57.99,25,94,16.17,MN,1681623341
552,yangiqo'rg'on,41.1906,71.7257,63.25,43,92,4.94,UZ,1681623341
553,tosontsengel,48.7567,98.2839,50.79,28,69,29.24,MN,1681623341
554,calabozo,8.9242,-67.4293,81.01,61,96,10.25,VE,1681623341
555,sao vicente,-23.9631,-46.3919,73.98,26,58,0.16,BR,1681623341
556,karukh,34.4811,62.5863,66.56,35,70,10.25,AF,1681623342
557,nuuk,64.1835,-51.7216,29.01,93,29,10.36,GL,1681623342
558,jinghong,21.991,100.7341,105.91,10,27,4.5,CN,1681623342
559,zanjan,36.6736,48.4787,51.49,50,0,0.0,IR,1681623342
560,itacoatiara,-3.1431,-58.4442,73.47,98,100,0.56,BR,1681623342
561,neiafu,-18.65,-173.9833,81.28,74,75,4.61,TO,1681623342
562,nabire,-3.3667,135.4833,87.96,62,40,6.78,ID,1681623342
563,eureka,40.8021,-124.1637,49.75,85,77,3.51,US,1681623342
564,rantepao,-2.9701,119.8978,78.4,86,89,2.44,ID,1681623343
565,saldanha,-33.0117,17.9442,50.05,65,0,7.43,ZA,1681623343
566,sao lourenco do oeste,-26.3592,-52.8511,59.74,97,23,4.5,BR,1681623343
567,pohang,36.0322,129.365,51.21,80,95,6.91,KR,1681623343
568,faisalabad,31.4167,73.0833,98.56,10,98,7.52,PK,1681623343
569,hilo,19.7297,-155.09,74.28,87,20,1.99,US,1681623343
570,argostolion,38.1811,20.489,57.29,81,97,11.77,GR,1681623343
571,aydincik,36.1437,33.3202,70.0,44,45,3.74,TR,1681623343
572,noosa heads,-26.3833,153.15,82.35,67,32,13.82,AU,1681623343
573,lowestoft,52.4752,1.7516,40.01,46,97,6.31,GB,1681623343
574,frei paulo,-10.5494,-37.5344,69.71,93,5,2.15,BR,1681623343
575,archangelos,36.2149,28.1149,58.98,69,100,5.82,GR,1681623344
